"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024-05","Saskatchewan","2016A000247","Other services (except public administration) [81]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057772","9.18.1.1","26.3","","","","1"
"2024-05","Saskatchewan","2016A000247","Public administration [91]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057773","9.19.1.1","37.0","","","","1"
"2024-05","Alberta","2016A000248","Total employed, all industries","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057774","10.1.1.1","2517.1","","","","1"
"2024-05","Alberta","2016A000248","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057776","10.3.1.1","32.3","","","","1"
"2024-05","Alberta","2016A000248","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057777","10.4.1.1","154.4","","","","1"
"2024-05","Alberta","2016A000248","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057778","10.5.1.1","20.5","","","","1"
"2024-05","Alberta","2016A000248","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057779","10.6.1.1","233.1","","","","1"
"2024-05","Alberta","2016A000248","Manufacturing [31-33]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057780","10.7.1.1","157.6","","","","1"
"2024-05","Alberta","2016A000248","Wholesale and retail trade [41, 44-45]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057782","10.9.1.1","345.4","","","","1"
"2024-05","Alberta","2016A000248","Transportation and warehousing [48-49]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057783","10.10.1.1","154.2","","","","1"
"2024-05","Alberta","2016A000248","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057784","10.11.1.1","129.0","","","","1"
"2024-05","Alberta","2016A000248","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057785","10.12.1.1","237.8","","","","1"
"2024-05","Alberta","2016A000248","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057786","10.13.1.1","86.7","","","","1"
"2024-05","Alberta","2016A000248","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057787","10.14.1.1","162.6","","","","1"
"2024-05","Alberta","2016A000248","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057788","10.15.1.1","326.3","","","","1"
"2024-05","Alberta","2016A000248","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057789","10.16.1.1","89.8","","","","1"
"2024-05","Alberta","2016A000248","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057790","10.17.1.1","147.8","","","","1"
"2024-05","Alberta","2016A000248","Other services (except public administration) [81]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057791","10.18.1.1","112.5","","","","1"
"2024-05","Alberta","2016A000248","Public administration [91]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057792","10.19.1.1","127.3","","","","1"
"2024-05","British Columbia","2016A000259","Total employed, all industries","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057793","11.1.1.1","2863.3","","","","1"
"2024-05","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","17.6","","","","1"
"2024-05","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","51.8","","","","1"
"2024-05","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","16.8","","","","1"
"2024-05","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","232.5","","","","1"
"2024-05","British Columbia","2016A000259","Manufacturing [31-33]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057799","11.7.1.1","176.6","","","","1"
"2024-05","British Columbia","2016A000259","Wholesale and retail trade [41, 44-45]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057801","11.9.1.1","416.2","","","","1"
"2024-05","British Columbia","2016A000259","Transportation and warehousing [48-49]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057802","11.10.1.1","150.5","","","","1"
"2024-05","British Columbia","2016A000259","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057803","11.11.1.1","190.0","","","","1"
"2024-05","British Columbia","2016A000259","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057804","11.12.1.1","296.6","","","","1"
"2024-05","British Columbia","2016A000259","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057805","11.13.1.1","92.3","","","","1"
"2024-05","British Columbia","2016A000259","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057806","11.14.1.1","215.4","","","","1"
"2024-05","British Columbia","2016A000259","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057807","11.15.1.1","410.4","","","","1"
"2024-05","British Columbia","2016A000259","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057808","11.16.1.1","147.3","","","","1"
"2024-05","British Columbia","2016A000259","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057809","11.17.1.1","180.7","","","","1"
"2024-05","British Columbia","2016A000259","Other services (except public administration) [81]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057810","11.18.1.1","115.0","","","","1"
"2024-05","British Columbia","2016A000259","Public administration [91]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057811","11.19.1.1","153.5","","","","1"


