"REF_DATE","GEO","DGUID","Labour force characteristics","Educational attainment","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","55 years and over","Percentage","242","units","0","v2608111","11.8.8.2.7","5.2","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","55 years and over","Percentage","242","units","0","v2608111","11.8.8.2.7","3.0","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","55 years and over","Percentage","242","units","0","v2608111","11.8.8.2.7","3.4","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","55 to 64 years","Percentage","242","units","0","v2608201","11.8.8.2.8","3.7","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","55 to 64 years","Percentage","242","units","0","v2608201","11.8.8.2.8","7.3","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","55 to 64 years","Percentage","242","units","0","v2608201","11.8.8.2.8","5.5","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","55 to 64 years","Percentage","242","units","0","v2608201","11.8.8.2.8","","x","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","55 to 64 years","Percentage","242","units","0","v2608201","11.8.8.2.8","","x","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","65 years and over","Percentage","242","units","0","v2608291","11.8.8.2.9","","x","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","65 years and over","Percentage","242","units","0","v2608291","11.8.8.2.9","","x","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","65 years and over","Percentage","242","units","0","v2608291","11.8.8.2.9","","x","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","65 years and over","Percentage","242","units","0","v2608291","11.8.8.2.9","","x","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","65 years and over","Percentage","242","units","0","v2608291","11.8.8.2.9","","x","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","15 years and over","Percentage","242","units","0","v2608381","11.8.8.3.1","3.7","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","15 years and over","Percentage","242","units","0","v2608381","11.8.8.3.1","6.9","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","15 years and over","Percentage","242","units","0","v2608381","11.8.8.3.1","4.9","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","15 years and over","Percentage","242","units","0","v2608381","11.8.8.3.1","4.2","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","15 years and over","Percentage","242","units","0","v2608381","11.8.8.3.1","4.5","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","15 to 24 years","Percentage","242","units","0","v2608471","11.8.8.3.2","5.5","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","15 to 24 years","Percentage","242","units","0","v2608471","11.8.8.3.2","17.1","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","15 to 24 years","Percentage","242","units","0","v2608471","11.8.8.3.2","7.3","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","15 to 24 years","Percentage","242","units","0","v2608471","11.8.8.3.2","","x","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","15 to 24 years","Percentage","242","units","0","v2608471","11.8.8.3.2","","x","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","25 years and over","Percentage","242","units","0","v2608561","11.8.8.3.3","3.6","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","25 years and over","Percentage","242","units","0","v2608561","11.8.8.3.3","6.3","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","25 years and over","Percentage","242","units","0","v2608561","11.8.8.3.3","4.8","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","25 years and over","Percentage","242","units","0","v2608561","11.8.8.3.3","4.3","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","25 years and over","Percentage","242","units","0","v2608561","11.8.8.3.3","4.4","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","25 to 44 years","Percentage","242","units","0","v2608651","11.8.8.3.4","3.3","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","25 to 44 years","Percentage","242","units","0","v2608651","11.8.8.3.4","6.7","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","25 to 44 years","Percentage","242","units","0","v2608651","11.8.8.3.4","4.6","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","25 to 44 years","Percentage","242","units","0","v2608651","11.8.8.3.4","4.2","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","25 to 44 years","Percentage","242","units","0","v2608651","11.8.8.3.4","4.8","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","45 years and over","Percentage","242","units","0","v2608741","11.8.8.3.5","4.1","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","45 years and over","Percentage","242","units","0","v2608741","11.8.8.3.5","5.9","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","45 years and over","Percentage","242","units","0","v2608741","11.8.8.3.5","5.2","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","45 years and over","Percentage","242","units","0","v2608741","11.8.8.3.5","4.4","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","45 years and over","Percentage","242","units","0","v2608741","11.8.8.3.5","3.9","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","25 to 54 years","Percentage","242","units","0","v2608831","11.8.8.3.6","3.8","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","25 to 54 years","Percentage","242","units","0","v2608831","11.8.8.3.6","6.3","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","25 to 54 years","Percentage","242","units","0","v2608831","11.8.8.3.6","4.4","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","25 to 54 years","Percentage","242","units","0","v2608831","11.8.8.3.6","4.6","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","25 to 54 years","Percentage","242","units","0","v2608831","11.8.8.3.6","4.6","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","55 years and over","Percentage","242","units","0","v2608921","11.8.8.3.7","","x","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","55 years and over","Percentage","242","units","0","v2608921","11.8.8.3.7","6.4","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","55 years and over","Percentage","242","units","0","v2608921","11.8.8.3.7","6.9","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","55 years and over","Percentage","242","units","0","v2608921","11.8.8.3.7","2.8","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","55 years and over","Percentage","242","units","0","v2608921","11.8.8.3.7","3.5","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","55 to 64 years","Percentage","242","units","0","v2609011","11.8.8.3.8","","x","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","55 to 64 years","Percentage","242","units","0","v2609011","11.8.8.3.8","7.3","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","55 to 64 years","Percentage","242","units","0","v2609011","11.8.8.3.8","7.4","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","55 to 64 years","Percentage","242","units","0","v2609011","11.8.8.3.8","","x","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","55 to 64 years","Percentage","242","units","0","v2609011","11.8.8.3.8","3.4","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","65 years and over","Percentage","242","units","0","v2609101","11.8.8.3.9","","x","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","65 years and over","Percentage","242","units","0","v2609101","11.8.8.3.9","","x","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","65 years and over","Percentage","242","units","0","v2609101","11.8.8.3.9","","x","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","65 years and over","Percentage","242","units","0","v2609101","11.8.8.3.9","","x","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Females","65 years and over","Percentage","242","units","0","v2609101","11.8.8.3.9","","x","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","Above bachelor's degree","Males","15 years and over","Percentage","242","units","0","v2607572","11.8.9.2.1","3.7","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","Above bachelor's degree","Males","15 years and over","Percentage","242","units","0","v2607572","11.8.9.2.1","5.5","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","Above bachelor's degree","Males","15 years and over","Percentage","242","units","0","v2607572","11.8.9.2.1","4.4","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","Above bachelor's degree","Males","15 years and over","Percentage","242","units","0","v2607572","11.8.9.2.1","2.3","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","Above bachelor's degree","Males","15 years and over","Percentage","242","units","0","v2607572","11.8.9.2.1","4.0","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","Above bachelor's degree","Males","15 to 24 years","Percentage","242","units","0","v2607662","11.8.9.2.2","","x","","","1"
