"REF_DATE","GEO","DGUID","Labour force characteristics","Educational attainment","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Males","65 years and over","Percentage","242","units","0","v2593712","5.8.9.2.9","","x","","","1"
"2020","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Males","65 years and over","Percentage","242","units","0","v2593712","5.8.9.2.9","","x","","","1"
"2021","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Males","65 years and over","Percentage","242","units","0","v2593712","5.8.9.2.9","","x","","","1"
"2022","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Males","65 years and over","Percentage","242","units","0","v2593712","5.8.9.2.9","","x","","","1"
"2023","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Males","65 years and over","Percentage","242","units","0","v2593712","5.8.9.2.9","","x","","","1"
"2019","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","15 years and over","Percentage","242","units","0","v2593802","5.8.9.3.1","","x","","","1"
"2020","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","15 years and over","Percentage","242","units","0","v2593802","5.8.9.3.1","","x","","","1"
"2021","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","15 years and over","Percentage","242","units","0","v2593802","5.8.9.3.1","","x","","","1"
"2022","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","15 years and over","Percentage","242","units","0","v2593802","5.8.9.3.1","3.2","","","","1"
"2023","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","15 years and over","Percentage","242","units","0","v2593802","5.8.9.3.1","2.6","","","","1"
"2019","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","15 to 24 years","Percentage","242","units","0","v2593892","5.8.9.3.2","","x","","","1"
"2020","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","15 to 24 years","Percentage","242","units","0","v2593892","5.8.9.3.2","","x","","","1"
"2021","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","15 to 24 years","Percentage","242","units","0","v2593892","5.8.9.3.2","","x","","","1"
"2022","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","15 to 24 years","Percentage","242","units","0","v2593892","5.8.9.3.2","","x","","","1"
"2023","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","15 to 24 years","Percentage","242","units","0","v2593892","5.8.9.3.2","","x","","","1"
"2019","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","25 years and over","Percentage","242","units","0","v2593982","5.8.9.3.3","","x","","","1"
"2020","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","25 years and over","Percentage","242","units","0","v2593982","5.8.9.3.3","","x","","","1"
"2021","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","25 years and over","Percentage","242","units","0","v2593982","5.8.9.3.3","","x","","","1"
"2022","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","25 years and over","Percentage","242","units","0","v2593982","5.8.9.3.3","3.3","","","","1"
"2023","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","25 years and over","Percentage","242","units","0","v2593982","5.8.9.3.3","2.6","","","","1"
"2019","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","25 to 44 years","Percentage","242","units","0","v2594072","5.8.9.3.4","","x","","","1"
"2020","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","25 to 44 years","Percentage","242","units","0","v2594072","5.8.9.3.4","","x","","","1"
"2021","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","25 to 44 years","Percentage","242","units","0","v2594072","5.8.9.3.4","","x","","","1"
"2022","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","25 to 44 years","Percentage","242","units","0","v2594072","5.8.9.3.4","","x","","","1"
"2023","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","25 to 44 years","Percentage","242","units","0","v2594072","5.8.9.3.4","","x","","","1"
"2019","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","45 years and over","Percentage","242","units","0","v2594162","5.8.9.3.5","","x","","","1"
"2020","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","45 years and over","Percentage","242","units","0","v2594162","5.8.9.3.5","","x","","","1"
"2021","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","45 years and over","Percentage","242","units","0","v2594162","5.8.9.3.5","","x","","","1"
"2022","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","45 years and over","Percentage","242","units","0","v2594162","5.8.9.3.5","","x","","","1"
"2023","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","45 years and over","Percentage","242","units","0","v2594162","5.8.9.3.5","","x","","","1"
"2019","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","25 to 54 years","Percentage","242","units","0","v2594252","5.8.9.3.6","","x","","","1"
"2020","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","25 to 54 years","Percentage","242","units","0","v2594252","5.8.9.3.6","","x","","","1"
"2021","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","25 to 54 years","Percentage","242","units","0","v2594252","5.8.9.3.6","","x","","","1"
"2022","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","25 to 54 years","Percentage","242","units","0","v2594252","5.8.9.3.6","3.2","","","","1"
"2023","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","25 to 54 years","Percentage","242","units","0","v2594252","5.8.9.3.6","","x","","","1"
"2019","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","55 years and over","Percentage","242","units","0","v2594342","5.8.9.3.7","","x","","","1"
"2020","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","55 years and over","Percentage","242","units","0","v2594342","5.8.9.3.7","","x","","","1"
"2021","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","55 years and over","Percentage","242","units","0","v2594342","5.8.9.3.7","","x","","","1"
"2022","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","55 years and over","Percentage","242","units","0","v2594342","5.8.9.3.7","","x","","","1"
"2023","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","55 years and over","Percentage","242","units","0","v2594342","5.8.9.3.7","","x","","","1"
"2019","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","55 to 64 years","Percentage","242","units","0","v2594432","5.8.9.3.8","","x","","","1"
"2020","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","55 to 64 years","Percentage","242","units","0","v2594432","5.8.9.3.8","","x","","","1"
"2021","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","55 to 64 years","Percentage","242","units","0","v2594432","5.8.9.3.8","","x","","","1"
"2022","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","55 to 64 years","Percentage","242","units","0","v2594432","5.8.9.3.8","","x","","","1"
"2023","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","55 to 64 years","Percentage","242","units","0","v2594432","5.8.9.3.8","","x","","","1"
"2019","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","65 years and over","Percentage","242","units","0","v2594522","5.8.9.3.9","","x","","","1"
"2020","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","65 years and over","Percentage","242","units","0","v2594522","5.8.9.3.9","","x","","","1"
"2021","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","65 years and over","Percentage","242","units","0","v2594522","5.8.9.3.9","","x","","","1"
"2022","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","65 years and over","Percentage","242","units","0","v2594522","5.8.9.3.9","","x","","","1"
"2023","New Brunswick","2016A000213","Unemployment rate","Above bachelor's degree","Females","65 years and over","Percentage","242","units","0","v2594522","5.8.9.3.9","","x","","","1"
"2019","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","15 years and over","Percentage","242","units","0","v2595415","6.8.2.2.1","8.2","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","15 years and over","Percentage","242","units","0","v2595415","6.8.2.2.1","13.6","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","15 years and over","Percentage","242","units","0","v2595415","6.8.2.2.1","10.9","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","15 years and over","Percentage","242","units","0","v2595415","6.8.2.2.1","9.5","","","","1"
"2023","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","15 years and over","Percentage","242","units","0","v2595415","6.8.2.2.1","8.6","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","15 to 24 years","Percentage","242","units","0","v2595505","6.8.2.2.2","14.4","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","15 to 24 years","Percentage","242","units","0","v2595505","6.8.2.2.2","24.3","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","15 to 24 years","Percentage","242","units","0","v2595505","6.8.2.2.2","15.8","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","15 to 24 years","Percentage","242","units","0","v2595505","6.8.2.2.2","17.8","","","","1"
"2023","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","15 to 24 years","Percentage","242","units","0","v2595505","6.8.2.2.2","18.1","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","25 years and over","Percentage","242","units","0","v2595595","6.8.2.2.3","6.6","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","25 years and over","Percentage","242","units","0","v2595595","6.8.2.2.3","11.6","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","25 years and over","Percentage","242","units","0","v2595595","6.8.2.2.3","9.6","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","25 years and over","Percentage","242","units","0","v2595595","6.8.2.2.3","7.7","","","","1"
"2023","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","25 years and over","Percentage","242","units","0","v2595595","6.8.2.2.3","6.9","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","25 to 44 years","Percentage","242","units","0","v2595685","6.8.2.2.4","8.4","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","25 to 44 years","Percentage","242","units","0","v2595685","6.8.2.2.4","14.8","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","25 to 44 years","Percentage","242","units","0","v2595685","6.8.2.2.4","9.4","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","25 to 44 years","Percentage","242","units","0","v2595685","6.8.2.2.4","7.8","","","","1"
"2023","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","25 to 44 years","Percentage","242","units","0","v2595685","6.8.2.2.4","6.8","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","45 years and over","Percentage","242","units","0","v2595775","6.8.2.2.5","6.0","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","45 years and over","Percentage","242","units","0","v2595775","6.8.2.2.5","9.7","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","45 years and over","Percentage","242","units","0","v2595775","6.8.2.2.5","9.8","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","45 years and over","Percentage","242","units","0","v2595775","6.8.2.2.5","7.4","","","","1"
"2023","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","45 years and over","Percentage","242","units","0","v2595775","6.8.2.2.5","7.0","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","25 to 54 years","Percentage","242","units","0","v2595865","6.8.2.2.6","8.7","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","25 to 54 years","Percentage","242","units","0","v2595865","6.8.2.2.6","15.8","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","25 to 54 years","Percentage","242","units","0","v2595865","6.8.2.2.6","8.9","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","25 to 54 years","Percentage","242","units","0","v2595865","6.8.2.2.6","9.1","","","","1"
"2023","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","25 to 54 years","Percentage","242","units","0","v2595865","6.8.2.2.6","5.5","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","55 years and over","Percentage","242","units","0","v2595955","6.8.2.2.7","4.8","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","55 years and over","Percentage","242","units","0","v2595955","6.8.2.2.7","7.5","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","55 years and over","Percentage","242","units","0","v2595955","6.8.2.2.7","10.9","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","55 years and over","Percentage","242","units","0","v2595955","6.8.2.2.7","","x","","","1"
"2023","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","55 years and over","Percentage","242","units","0","v2595955","6.8.2.2.7","9.1","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","55 to 64 years","Percentage","242","units","0","v2596045","6.8.2.2.8","7.0","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","55 to 64 years","Percentage","242","units","0","v2596045","6.8.2.2.8","7.9","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","55 to 64 years","Percentage","242","units","0","v2596045","6.8.2.2.8","13.9","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","55 to 64 years","Percentage","242","units","0","v2596045","6.8.2.2.8","","x","","","1"
"2023","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","55 to 64 years","Percentage","242","units","0","v2596045","6.8.2.2.8","10.3","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","65 years and over","Percentage","242","units","0","v2596135","6.8.2.2.9","","x","","","1"
"2020","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","65 years and over","Percentage","242","units","0","v2596135","6.8.2.2.9","","x","","","1"
"2021","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","65 years and over","Percentage","242","units","0","v2596135","6.8.2.2.9","","x","","","1"
"2022","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","65 years and over","Percentage","242","units","0","v2596135","6.8.2.2.9","","x","","","1"
"2023","Quebec","2016A000224","Unemployment rate","0 to 8  years","Males","65 years and over","Percentage","242","units","0","v2596135","6.8.2.2.9","","x","","","1"
"2019","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","15 years and over","Percentage","242","units","0","v2596225","6.8.2.3.1","12.2","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","15 years and over","Percentage","242","units","0","v2596225","6.8.2.3.1","17.9","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","15 years and over","Percentage","242","units","0","v2596225","6.8.2.3.1","11.6","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","15 years and over","Percentage","242","units","0","v2596225","6.8.2.3.1","8.9","","","","1"
"2023","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","15 years and over","Percentage","242","units","0","v2596225","6.8.2.3.1","12.6","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","15 to 24 years","Percentage","242","units","0","v2596315","6.8.2.3.2","20.2","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","15 to 24 years","Percentage","242","units","0","v2596315","6.8.2.3.2","","x","","","1"
"2021","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","15 to 24 years","Percentage","242","units","0","v2596315","6.8.2.3.2","","x","","","1"
"2022","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","15 to 24 years","Percentage","242","units","0","v2596315","6.8.2.3.2","","x","","","1"
"2023","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","15 to 24 years","Percentage","242","units","0","v2596315","6.8.2.3.2","","x","","","1"
"2019","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","25 years and over","Percentage","242","units","0","v2596405","6.8.2.3.3","10.0","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","25 years and over","Percentage","242","units","0","v2596405","6.8.2.3.3","17.6","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","25 years and over","Percentage","242","units","0","v2596405","6.8.2.3.3","11.6","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","25 years and over","Percentage","242","units","0","v2596405","6.8.2.3.3","8.0","","","","1"
"2023","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","25 years and over","Percentage","242","units","0","v2596405","6.8.2.3.3","12.2","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","25 to 44 years","Percentage","242","units","0","v2596495","6.8.2.3.4","","x","","","1"
"2020","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","25 to 44 years","Percentage","242","units","0","v2596495","6.8.2.3.4","29.3","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","25 to 44 years","Percentage","242","units","0","v2596495","6.8.2.3.4","","x","","","1"
"2022","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","25 to 44 years","Percentage","242","units","0","v2596495","6.8.2.3.4","","x","","","1"
"2023","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","25 to 44 years","Percentage","242","units","0","v2596495","6.8.2.3.4","24.7","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","45 years and over","Percentage","242","units","0","v2596585","6.8.2.3.5","9.5","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","45 years and over","Percentage","242","units","0","v2596585","6.8.2.3.5","14.1","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","45 years and over","Percentage","242","units","0","v2596585","6.8.2.3.5","11.4","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","45 years and over","Percentage","242","units","0","v2596585","6.8.2.3.5","7.7","","","","1"
"2023","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","45 years and over","Percentage","242","units","0","v2596585","6.8.2.3.5","","x","","","1"
"2019","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","25 to 54 years","Percentage","242","units","0","v2596675","6.8.2.3.6","13.7","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","25 to 54 years","Percentage","242","units","0","v2596675","6.8.2.3.6","23.9","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","25 to 54 years","Percentage","242","units","0","v2596675","6.8.2.3.6","13.3","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","25 to 54 years","Percentage","242","units","0","v2596675","6.8.2.3.6","","x","","","1"
"2023","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","25 to 54 years","Percentage","242","units","0","v2596675","6.8.2.3.6","17.5","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","55 years and over","Percentage","242","units","0","v2596765","6.8.2.3.7","","x","","","1"
"2020","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","55 years and over","Percentage","242","units","0","v2596765","6.8.2.3.7","12.2","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","55 years and over","Percentage","242","units","0","v2596765","6.8.2.3.7","10.1","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","55 years and over","Percentage","242","units","0","v2596765","6.8.2.3.7","","x","","","1"
"2023","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","55 years and over","Percentage","242","units","0","v2596765","6.8.2.3.7","","x","","","1"
"2019","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","55 to 64 years","Percentage","242","units","0","v2596855","6.8.2.3.8","","x","","","1"
"2020","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","55 to 64 years","Percentage","242","units","0","v2596855","6.8.2.3.8","","x","","","1"
"2021","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","55 to 64 years","Percentage","242","units","0","v2596855","6.8.2.3.8","","x","","","1"
"2022","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","55 to 64 years","Percentage","242","units","0","v2596855","6.8.2.3.8","","x","","","1"
"2023","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","55 to 64 years","Percentage","242","units","0","v2596855","6.8.2.3.8","","x","","","1"
"2019","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","65 years and over","Percentage","242","units","0","v2596945","6.8.2.3.9","","x","","","1"
"2020","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","65 years and over","Percentage","242","units","0","v2596945","6.8.2.3.9","","x","","","1"
"2021","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","65 years and over","Percentage","242","units","0","v2596945","6.8.2.3.9","","x","","","1"
"2022","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","65 years and over","Percentage","242","units","0","v2596945","6.8.2.3.9","","x","","","1"
"2023","Quebec","2016A000224","Unemployment rate","0 to 8  years","Females","65 years and over","Percentage","242","units","0","v2596945","6.8.2.3.9","","x","","","1"
"2019","Quebec","2016A000224","Unemployment rate","Some high school","Males","15 years and over","Percentage","242","units","0","v2595416","6.8.3.2.1","9.2","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","Some high school","Males","15 years and over","Percentage","242","units","0","v2595416","6.8.3.2.1","12.2","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","Some high school","Males","15 years and over","Percentage","242","units","0","v2595416","6.8.3.2.1","9.0","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","Some high school","Males","15 years and over","Percentage","242","units","0","v2595416","6.8.3.2.1","8.4","","","","1"
"2023","Quebec","2016A000224","Unemployment rate","Some high school","Males","15 years and over","Percentage","242","units","0","v2595416","6.8.3.2.1","8.8","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","Some high school","Males","15 to 24 years","Percentage","242","units","0","v2595506","6.8.3.2.2","14.6","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","Some high school","Males","15 to 24 years","Percentage","242","units","0","v2595506","6.8.3.2.2","20.2","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","Some high school","Males","15 to 24 years","Percentage","242","units","0","v2595506","6.8.3.2.2","13.0","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","Some high school","Males","15 to 24 years","Percentage","242","units","0","v2595506","6.8.3.2.2","11.6","","","","1"
"2023","Quebec","2016A000224","Unemployment rate","Some high school","Males","15 to 24 years","Percentage","242","units","0","v2595506","6.8.3.2.2","12.3","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","Some high school","Males","25 years and over","Percentage","242","units","0","v2595596","6.8.3.2.3","7.1","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","Some high school","Males","25 years and over","Percentage","242","units","0","v2595596","6.8.3.2.3","9.6","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","Some high school","Males","25 years and over","Percentage","242","units","0","v2595596","6.8.3.2.3","7.4","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","Some high school","Males","25 years and over","Percentage","242","units","0","v2595596","6.8.3.2.3","6.9","","","","1"
"2023","Quebec","2016A000224","Unemployment rate","Some high school","Males","25 years and over","Percentage","242","units","0","v2595596","6.8.3.2.3","7.1","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","Some high school","Males","25 to 44 years","Percentage","242","units","0","v2595686","6.8.3.2.4","8.3","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","Some high school","Males","25 to 44 years","Percentage","242","units","0","v2595686","6.8.3.2.4","11.1","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","Some high school","Males","25 to 44 years","Percentage","242","units","0","v2595686","6.8.3.2.4","10.3","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","Some high school","Males","25 to 44 years","Percentage","242","units","0","v2595686","6.8.3.2.4","6.9","","","","1"
"2023","Quebec","2016A000224","Unemployment rate","Some high school","Males","25 to 44 years","Percentage","242","units","0","v2595686","6.8.3.2.4","6.2","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","Some high school","Males","45 years and over","Percentage","242","units","0","v2595776","6.8.3.2.5","6.2","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","Some high school","Males","45 years and over","Percentage","242","units","0","v2595776","6.8.3.2.5","8.6","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","Some high school","Males","45 years and over","Percentage","242","units","0","v2595776","6.8.3.2.5","5.7","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","Some high school","Males","45 years and over","Percentage","242","units","0","v2595776","6.8.3.2.5","6.9","","","","1"
"2023","Quebec","2016A000224","Unemployment rate","Some high school","Males","45 years and over","Percentage","242","units","0","v2595776","6.8.3.2.5","7.8","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","Some high school","Males","25 to 54 years","Percentage","242","units","0","v2595866","6.8.3.2.6","7.5","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","Some high school","Males","25 to 54 years","Percentage","242","units","0","v2595866","6.8.3.2.6","9.6","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","Some high school","Males","25 to 54 years","Percentage","242","units","0","v2595866","6.8.3.2.6","8.1","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","Some high school","Males","25 to 54 years","Percentage","242","units","0","v2595866","6.8.3.2.6","7.2","","","","1"
"2023","Quebec","2016A000224","Unemployment rate","Some high school","Males","25 to 54 years","Percentage","242","units","0","v2595866","6.8.3.2.6","7.2","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","Some high school","Males","55 years and over","Percentage","242","units","0","v2595956","6.8.3.2.7","6.1","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","Some high school","Males","55 years and over","Percentage","242","units","0","v2595956","6.8.3.2.7","9.5","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","Some high school","Males","55 years and over","Percentage","242","units","0","v2595956","6.8.3.2.7","6.4","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","Some high school","Males","55 years and over","Percentage","242","units","0","v2595956","6.8.3.2.7","6.3","","","","1"
"2023","Quebec","2016A000224","Unemployment rate","Some high school","Males","55 years and over","Percentage","242","units","0","v2595956","6.8.3.2.7","6.9","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","Some high school","Males","55 to 64 years","Percentage","242","units","0","v2596046","6.8.3.2.8","6.6","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","Some high school","Males","55 to 64 years","Percentage","242","units","0","v2596046","6.8.3.2.8","9.3","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","Some high school","Males","55 to 64 years","Percentage","242","units","0","v2596046","6.8.3.2.8","6.6","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","Some high school","Males","55 to 64 years","Percentage","242","units","0","v2596046","6.8.3.2.8","7.1","","","","1"
"2023","Quebec","2016A000224","Unemployment rate","Some high school","Males","55 to 64 years","Percentage","242","units","0","v2596046","6.8.3.2.8","6.4","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","Some high school","Males","65 years and over","Percentage","242","units","0","v2596136","6.8.3.2.9","","x","","","1"
